,id,text,createTime,musicMeta.musicName,videoUrl,videoMeta.duration,shareCount,playCount,commentCount,downloaded,hashtags
10,6870349102513736961,#buckybarns #avengers #endgame #marvel #viiptoys,1599627837,Avengers: Forge Theme (From Avengers: Infinity War),https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/8e77858dfd93492ca4a2c86674715e86/?a=1988&br=2980&bt=1490&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828351&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=M3k0NXc6bGU5dzMzaTczM0ApODQ7ODxnOzw0NzczaDVmN2cxNF5jMm80MWBfLS1gMTRzczFeXzFhX2EtXi9gXy80Li86Yw%3D%3D&signature=03bf25a9c02fa7a104af1a5001182231&tk=tt_webid_v2&vl=&vr=,28,54,45500,26,True,"[{""id"":""17175034"",""name"":""buckybarns"",""title"":"""",""cover"":""""},{""id"":""13035"",""name"":""avengers"",""title"":""Wondering how they did it? Reverse is the answer. Use this sound track and create your own avengers video!🦸‍♀️"",""cover"":""""},{""id"":""16034"",""name"":""endgame"",""title"":"""",""cover"":""""},{""id"":""16276"",""name"":""marvel"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
11,6868330644204719361,#scooby #scoobydoo #themysterymachine #joeruby #viiptoys,1599157850,"Scooby-Doo, Where Are You?",https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/9d6d2a90408e4da3834da2eeac4512be/?a=1988&br=3090&bt=1545&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828336&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=aml3aTc5eWttdzMzNjczM0ApM2k4OTw0PDw2N2Y4Ozg0ZGdnYmNnMGlmXjVfLS0wMTRzczVgNTI0MjU2L2NeL2BgXjU6Yw%3D%3D&signature=57d3ba10829710e811ac5511f448ad0d&tk=tt_webid_v2&vl=&vr=,13,561,735100,111,True,"[{""id"":""86620"",""name"":""scooby"",""title"":"""",""cover"":""""},{""id"":""86435"",""name"":""scoobydoo"",""title"":"""",""cover"":""""},{""id"":""34185538"",""name"":""themysterymachine"",""title"":"""",""cover"":""""},{""id"":""1676234897321990"",""name"":""joeruby"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
12,6867335994832588034,#ironman #arcreactor #marvel #viiptoys #pepperpotts,1598926265,Iron Man,https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/220a685cd60f445d9d04c8ea21e5f0a3/?a=1988&br=3258&bt=1629&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828371&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=anlkeGdsOHV0dzMzMzczM0ApZjRkNGY1OTw3N2Q7MzkzNGcwaG9nZ20ubjNfLS0wMTRzczRgNmMyNTFfL2IvNTAvXl86Yw%3D%3D&signature=e61bd77472974208bdbab0722624ff96&tk=tt_webid_v2&vl=&vr=,48,141,78500,26,True,"[{""id"":""13037"",""name"":""ironman"",""title"":"""",""cover"":""""},{""id"":""20640862"",""name"":""arcreactor"",""title"":"""",""cover"":""""},{""id"":""16276"",""name"":""marvel"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""},{""id"":""21187629"",""name"":""pepperpotts"",""title"":"""",""cover"":""""}]"
13,6866511824578399489,#viiptoys #powerrangers #acetoys,1598734373,Go go power rangers,https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/2f8081b7c14c4a319b6fba45713ab88d/?a=1988&br=2878&bt=1439&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828382&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=amQ8cmprb3ZldzMzNzczM0ApaDM4OWZlODs3N2dnNjxoZWctYmkvbjZfczJfLS1gMTRzczM0MGM1YTQuYS0uXjQwXzA6Yw%3D%3D&signature=256fb8fe0bd9d22c25c1a5644ece223b&tk=tt_webid_v2&vl=&vr=,59,179,184800,59,True,"[{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""},{""id"":""255174"",""name"":""powerrangers"",""title"":"""",""cover"":""""},{""id"":""1676221412600834"",""name"":""acetoys"",""title"":"""",""cover"":""""}]"
14,6866441498376899841,#viiptoys #wakandaforever #blackpanther #chadwickboseman #rip,1598717997,Sad Piano,https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/84bf1c4d7ad84d50968c75d0a0ef20d1/?a=1988&br=3436&bt=1718&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828368&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=M2g0M3U0bzY7dzMzNjczM0ApOmhoNDM5ZDtoNzdnMzlpPGczZWRpYmJvLTJfLS0uMTRzcy4zXzJjY2FfMV4zNGEvYmA6Yw%3D%3D&signature=32949545af2b2444febe9b173d8170e8&tk=tt_webid_v2&vl=&vr=,45,42,99200,15,True,"[{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""},{""id"":""89456770"",""name"":""wakandaforever"",""title"":""Wakanda Forever Salute NOW🔥🔥🔥"",""cover"":""""},{""id"":""3972000"",""name"":""blackpanther"",""title"":"""",""cover"":""""},{""id"":""34585987"",""name"":""chadwickboseman"",""title"":"""",""cover"":""""},{""id"":""5956"",""name"":""rip"",""title"":"""",""cover"":""""}]"
15,6866070206234578177,#viiptoys #turtlesninja #tortugasninja #neca,1598631550,Teenage Mutant Ninja Turtles Cartoon Opening Theme (1987),https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/88fd80dfb4af49ed96f2d9c1c219f149/?a=1988&br=3496&bt=1748&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828337&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=ajR2b3I6bHZsdzMzOjczM0ApN2VoZDw8OGU7N2Q2aDhpN2doYjEvMm9zcDFfLS1iMTRzc2NeNjItLTNhM2M1MS8yNDM6Yw%3D%3D&signature=ab85aba83cc7797ff9983d36df84e3d4&tk=tt_webid_v2&vl=&vr=,14,49,101600,14,True,"[{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""},{""id"":""3865785"",""name"":""turtlesninja"",""title"":"""",""cover"":""""},{""id"":""15883941"",""name"":""tortugasninja"",""title"":"""",""cover"":""""},{""id"":""10910385"",""name"":""neca"",""title"":"""",""cover"":""""}]"
16,6865803134158179585,#viiptoys #acetoys #powerrangers,1598569372,Go Go Power Rangers (Redux),https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/7bdf9cabbae84773a3ee293c7def0dad/?a=1988&br=3490&bt=1745&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828338&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=M3l4eGhlcHY2dzMzODczM0ApaTtkPGRoPGQ0NzxpOTtlNGcwY2A1cC9iajFfLS0vMTRzczFjNDQxLjJeM2AtMjNeMjE6Yw%3D%3D&signature=2f4d6be7ed7d5bcbf13bd3bee10b89dd&tk=tt_webid_v2&vl=&vr=,15,552,2700000,435,True,"[{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""},{""id"":""1676221412600834"",""name"":""acetoys"",""title"":"""",""cover"":""""},{""id"":""255174"",""name"":""powerrangers"",""title"":"""",""cover"":""""}]"
17,6862033229923355905,#Batman #batmobile #batimovil #batman89 #viiptoys,1597691645,Batman (1989): Main Theme,https://v16-web.tiktok.com/video/tos/alisg/tos-alisg-pve-0037/844490c4559d4ceea11b7a0a67f38fd2/?a=1988&br=1598&bt=799&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828347&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=M3RqO25wPHZndjMzNTczM0ApNWZlPDloOjw8NzpnOTNoZGdlZHNvbm5gYXFfLS00MTRzczItYjMyLTA2Y2A0Nl4vLTU6Yw%3D%3D&signature=5a3ce919dbc49edb7f954ecc89a1e33b&tk=tt_webid_v2&vl=&vr=,24,15,39600,5,True,"[{""id"":""18112"",""name"":""batman"",""title"":"""",""cover"":""""},{""id"":""81393"",""name"":""batmobile"",""title"":"""",""cover"":""""},{""id"":""2147486"",""name"":""batimovil"",""title"":"""",""cover"":""""},{""id"":""1614817050942469"",""name"":""batman89"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
18,6856169485330681093,#deathstroke #hottoys #viiptoys #dccomics,1596326361,Woah,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/91fac3663e2a4f4aa1e7cf38b487e7bb/?a=1988&br=3162&bt=1581&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828339&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=M3U4bnN0Z2UzdjMzZjczM0ApPGRnZjc8O2U7NzQ5PGc8NmcuZnNnZHMuMGdfLS02MTZzc2FjNmM0XjQuMTFgMC9hYDY6Yw%3D%3D&signature=64b14769f557c2bf45c983c49a5a5e73&tk=tt_webid_v2&vl=&vr=,16,2,31400,3,True,"[{""id"":""1699302"",""name"":""deathstroke"",""title"":"""",""cover"":""""},{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""},{""id"":""80733"",""name"":""dccomics"",""title"":"""",""cover"":""""}]"
19,6848822737901784325,#hottoys #deathstroke #dccomics #unboxing #youtube #viiptoys,1594615811,Deathstroke,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c004/80463f24a4cb44b7a85b693f3e48cb5e/?a=1988&br=3592&bt=1796&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828343&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=ajNrcGdwcjl4djMzNTczM0ApOGdpaThkZjw2Nzw7OmRkOmdsbnBhXzBgYzJfLS1jMTZzcy9eYmJgMjEyMl8xMy5jYi86Yw%3D%3D&signature=8d0975f3632197624071176e867541bc&tk=tt_webid_v2&vl=&vr=,20,4,27900,2,True,"[{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""1699302"",""name"":""deathstroke"",""title"":"""",""cover"":""""},{""id"":""80733"",""name"":""dccomics"",""title"":"""",""cover"":""""},{""id"":""460811"",""name"":""unboxing"",""title"":"""",""cover"":""""},{""id"":""7904"",""name"":""youtube"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
20,6846416807058771206,#sorteo #giveaway #ghostbusters #ecto1 #viiptoys,1594055634,Ghostbusters,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001/55dbc06fa5814c76b60ba73868e97b73/?a=1988&br=3674&bt=1837&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828338&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=ajw3ZW5zdzRvdjMzNjczM0ApNTlkNjg0ODw5NzhlODU8Z2dlYmxicWNlay5fLS0yMTZzczMzLmNgMDZeYi5jMmExMS46Yw%3D%3D&signature=6bee97ee9c764d9067b415b3e4e1ce80&tk=tt_webid_v2&vl=&vr=,15,1,23000,4,True,"[{""id"":""19829576"",""name"":""sorteo"",""title"":"""",""cover"":""""},{""id"":""313540"",""name"":""giveaway"",""title"":"""",""cover"":""""},{""id"":""42111"",""name"":""ghostbusters"",""title"":""Get ready to answer the call!  The Ghostbusters movie is now out on iTunes!  To celebrate, we’ve gotten some exclusive access to two hilarious Ghostbusters dialogue clips.  Come back today and tomorrow to film videos to new GB dialogue!  We &lt;3 GB!"",""cover"":""""},{""id"":""11333734"",""name"":""ecto1"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
21,6846178233692572933,#disney #pixar,1594000088,Disney Pictures Intro,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c002/5c85fdd6bd524101b4d25b8ac6cd0128/?a=1988&br=3180&bt=1590&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828338&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=M246N2w4cHc7djMzNDczM0ApMzxmOmVkaGVnN2Q2ZTs5N2djazUubnByMS5fLS1eMTZzcy0xXzRhNmMzNi42NTViMWM6Yw%3D%3D&signature=6feea6fa7d23ebd9163e68a0c71b6c5d&tk=tt_webid_v2&vl=&vr=,15,12,20400,4,True,"[{""id"":""8284"",""name"":""disney"",""title"":"""",""cover"":""""},{""id"":""654478"",""name"":""pixar"",""title"":"""",""cover"":""""}]"
22,6843210959197048069,#batman #joker #healthledger #catwoman #twofaces #dccomics #hottoys #viiptoys,1593309215,sonido original,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c002/e8b85a29ece64ceaa7d147e7834c3d96/?a=1988&br=3436&bt=1718&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828338&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=Mzp1bW52cTh5dTMzZzczM0ApOTc7Z2hlMzw7N2k3Z2c8O2cxMWwzajNfY29fLS1fMTZzc2FjYS0uLl4zYF8yLy42MWA6Yw%3D%3D&signature=5df0eb1cb5bb93ec226ee7f42dffa8f3&tk=tt_webid_v2&vl=&vr=,15,30,21400,3,True,"[{""id"":""18112"",""name"":""batman"",""title"":"""",""cover"":""""},{""id"":""14976"",""name"":""joker"",""title"":"""",""cover"":""""},{""id"":""21320649"",""name"":""healthledger"",""title"":"""",""cover"":""""},{""id"":""50769"",""name"":""catwoman"",""title"":"""",""cover"":""""},{""id"":""177124"",""name"":""twofaces"",""title"":"""",""cover"":""""},{""id"":""80733"",""name"":""dccomics"",""title"":"""",""cover"":""""},{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
23,6842743733935557893,#hottoys #starwars #avengers #marvel #dccomics #terminator #batman #viiptoys #showrrom,1593200430,sonido original,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001/e5021d204d584fe2a4f0bf68e8beeff2/?a=1988&br=3602&bt=1801&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828338&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=M3k7NmY2OG03dTMzZjczM0ApOmg8ZWQ0OmU2NzQ7OWdpZGdwcjI2a3JycW9fLS0tMTZzczAtY2EwMTZfLmMxXi0vLjM6Yw%3D%3D&signature=e58d4d34ff80b72786634833ef8ad773&tk=tt_webid_v2&vl=&vr=,15,27,19500,3,True,"[{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""6609"",""name"":""starwars"",""title"":""Who's excited for The Force Awakens? Get your Star Wars on!"",""cover"":""""},{""id"":""13035"",""name"":""avengers"",""title"":""Wondering how they did it? Reverse is the answer. Use this sound track and create your own avengers video!🦸‍♀️"",""cover"":""""},{""id"":""16276"",""name"":""marvel"",""title"":"""",""cover"":""""},{""id"":""80733"",""name"":""dccomics"",""title"":"""",""cover"":""""},{""id"":""156601"",""name"":""terminator"",""title"":"""",""cover"":""""},{""id"":""18112"",""name"":""batman"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""},{""id"":""80909179"",""name"":""showrrom"",""title"":"""",""cover"":""""}]"
24,6840649263786102021,#backtothefuture #martymcfly #docbrown #volveralfuturo #viiptoys,1592712775,Back to the Future,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c002/b993c6e3e27449ea9949d43221fe4eff/?a=1988&br=3012&bt=1506&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828338&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=amU3cHh3Om1ndTMzMzczM0ApNWc3ODhlZmVkNzU8aDQ4OGczcWZuL2owb2tfLS02MTZzczNjMGNjLWBiYS4yNV4xXi06Yw%3D%3D&signature=7294285f9f2b714f281fa4bd3f800a08&tk=tt_webid_v2&vl=&vr=,15,83,19500,9,True,"[{""id"":""104199"",""name"":""backtothefuture"",""title"":""The big day has come, October 21st, 2015. Let's tell Marty and Doc what the actual 2015 looks like with this hash tag!"",""cover"":""""},{""id"":""139095"",""name"":""martymcfly"",""title"":"""",""cover"":""""},{""id"":""351439"",""name"":""docbrown"",""title"":"""",""cover"":""""},{""id"":""37233275"",""name"":""volveralfuturo"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
25,6837948875446242565,#diecast #caterpillarequipment #catdiesel #dmdiecastmasters,1592084040,sonido original,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/f3884cacabba4be1b8db28a2d1312202/?a=1988&br=2510&bt=1255&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828382&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=ajZ3cTc2aW5udTMzOjczM0ApNjM4NTw5Nzs6N2g2NmdpM2dsZzFhcmE1X2ZfLS0vMTZzczBhNF4tLTYvLjZiNGA1LmM6Yw%3D%3D&signature=73821d32685e114ea5e67fe552320ce6&tk=tt_webid_v2&vl=&vr=,59,6,13700,2,True,"[{""id"":""4024961"",""name"":""diecast"",""title"":"""",""cover"":""""},{""id"":""1647683563098118"",""name"":""caterpillarequipment"",""title"":"""",""cover"":""""},{""id"":""56714273"",""name"":""catdiesel"",""title"":"""",""cover"":""""},{""id"":""1669421012582406"",""name"":""dmdiecastmasters"",""title"":"""",""cover"":""""}]"
26,6835003613899771142,#hottoys #stanlee #marvel #unboxing #viiptoys,1591398293,sonido original,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/4e05cc04aa5a4b68ae3d645c117372e6/?a=1988&br=3278&bt=1639&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828372&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=anZ1anJmeWxmdTMzMzczM0ApNTxnNmQ1ODw2Nzs3PGc6NmdjLWFra2BrcmFfLS0yMTZzc2ItXmBeYWFfLTM1NjEyLV46Yw%3D%3D&signature=6cae252f1f1edfacce133dab9c7ad83e&tk=tt_webid_v2&vl=&vr=,49,24,14900,8,True,"[{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""904227"",""name"":""stanlee"",""title"":"""",""cover"":""""},{""id"":""16276"",""name"":""marvel"",""title"":"""",""cover"":""""},{""id"":""460811"",""name"":""unboxing"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
27,6832483911809977606,#batman #batimobiles #batmobile #coleccion #collection,1590811631,Batman - Tema,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/4151986287c941c7943c97c30cfaf530/?a=1988&br=2494&bt=1247&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828338&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=anF0NHVrN2l3dTMzZjczM0ApaTw0OWhpOmRmN2k1OTNoZGdmY2ZtMHIuajVfLS1eMTZzc2EzMTMzLmEuYmIzMjJjMS46Yw%3D%3D&signature=119cb9a9afe732abeb5752702cab5e7c&tk=tt_webid_v2&vl=&vr=,15,33,12300,0,True,"[{""id"":""18112"",""name"":""batman"",""title"":"""",""cover"":""""},{""id"":""1650847500768261"",""name"":""batimobiles"",""title"":"""",""cover"":""""},{""id"":""81393"",""name"":""batmobile"",""title"":"""",""cover"":""""},{""id"":""83061017"",""name"":""coleccion"",""title"":"""",""cover"":""""},{""id"":""143882"",""name"":""collection"",""title"":"""",""cover"":""""}]"
28,6829865710647545094,#captainamerica #hottoys #marvel #unboxing #viiptoys #avenger,1590202040,Avengers Endgame,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/1f5292d3260a4728b6fcb99f30a9a0be/?a=1988&br=3804&bt=1902&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828381&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=M2c1eWhsOnY7dTMzOzczM0ApZWVkaDdpZGU6Nzc0NTs6OGc1czQyNGFsbzFfLS1iMTZzczI0NWEvNS8uXzEvXmNhMi86Yw%3D%3D&signature=b1a3db458f775896ae15c4681b65b810&tk=tt_webid_v2&vl=&vr=,58,29,12700,6,True,"[{""id"":""27249"",""name"":""captainamerica"",""title"":"""",""cover"":""""},{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""16276"",""name"":""marvel"",""title"":"""",""cover"":""""},{""id"":""460811"",""name"":""unboxing"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""},{""id"":""269283"",""name"":""avenger"",""title"":"""",""cover"":""""}]"
29,6827803577788960006,#flash #hottoys #dc #dccomics #justiceleague #unboxing #viiptoys,1589721905,"Theme from ""Justice League"" (Come Together)",https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001/e89b2a8e21254c369bdf46f3087b0e8c/?a=1988&br=2846&bt=1423&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828382&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=anI2ZnVnZG5tdTMzNjczM0ApOzdlOzc0PDs4NzhlO2Q4PGc0LmUwbXBmaS1fLS01MTZzczZjYi1fNjA0X2AwXzYwYV46Yw%3D%3D&signature=82cd257591f5302d6eb94500e398ad4c&tk=tt_webid_v2&vl=&vr=,59,14,11700,3,True,"[{""id"":""12043"",""name"":""flash"",""title"":"""",""cover"":""""},{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""13465"",""name"":""dc"",""title"":"""",""cover"":""""},{""id"":""80733"",""name"":""dccomics"",""title"":"""",""cover"":""""},{""id"":""346849"",""name"":""justiceleague"",""title"":"""",""cover"":""""},{""id"":""460811"",""name"":""unboxing"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
30,6825717111126560005,#hottoys #starwars #stromtroopers #unboxing #viiptoys,1589236111,"Imperial March (Darth Vader's Theme) [From ""Star Wars Episode V: The Empire Strikes Back""]",https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001/1c0548fabd314ef5974c0b8920bf082a/?a=1988&br=1340&bt=670&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828377&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=ajZ4c2RtdTt3dDMzNjczM0ApZWZmNThlNDtpN2k8PDU0PGdoaHNlNS4wL3BfLS0wMTZzczVhYTY0XmEtYGAtM182LjE6Yw%3D%3D&signature=7c4dadd7f1d9af23f2b43a55844ae5bb&tk=tt_webid_v2&vl=&vr=,54,12,9127,3,True,"[{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""6609"",""name"":""starwars"",""title"":""Who's excited for The Force Awakens? Get your Star Wars on!"",""cover"":""""},{""id"":""7007119"",""name"":""stromtroopers"",""title"":"""",""cover"":""""},{""id"":""460811"",""name"":""unboxing"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
31,6823731221575585030,#hottoys #sideshowcollectibles #toystory #marvel #viiptoys,1588773741,sonido original,https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c002/f1fc1cc18e2c41128da2d457940f9bee/?a=1988&br=2778&bt=1389&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828381&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=Mzs3eGh4O2pmdDMzNzczM0ApNzdmOjw8OTxnNzdoaTY6O2dsYi1uLzFvMm1fLS0uMTZzcy8uNTReXl5gX2FeYDQ2NmM6Yw%3D%3D&signature=cd7a273f1b7eb6190de14ee75a845047&tk=tt_webid_v2&vl=&vr=,58,7,8600,6,True,"[{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""1640334081754118"",""name"":""sideshowcollectibles"",""title"":"""",""cover"":""""},{""id"":""172957"",""name"":""toystory"",""title"":"""",""cover"":""""},{""id"":""16276"",""name"":""marvel"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
32,6822440932248456453,#hottoys #blackpanther #avengers #unboxing #viiptoys,1588473316,Avengers Endgame: Main on End Theme (From “Avengers: Endgame”),https://v16-web.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/9e0a56d4583d4cfe9293cc64113a8840/?a=1988&br=2848&bt=1424&cd=0%7C0%7C1&cr=0&cs=0&cv=1&dr=0&ds=3&er=&expire=1609828380&l=20210105003203010190185152200E1729&lr=tiktok_m&mime_type=video_mp4&policy=2&qs=0&rc=Mzc4ZHF2cWQ1dDMzaDczM0ApMzs0ZTRoaGRpNzRnOTg3OWdqNWs2ajNfb2tfLS1jMTZzczY0LmNiYTRjNV4xYDRjNTQ6Yw%3D%3D&signature=898e3df34da99cd9e400da2985976c59&tk=tt_webid_v2&vl=&vr=,57,6,7475,4,True,"[{""id"":""65236247"",""name"":""hottoys"",""title"":"""",""cover"":""""},{""id"":""3972000"",""name"":""blackpanther"",""title"":"""",""cover"":""""},{""id"":""13035"",""name"":""avengers"",""title"":""Wondering how they did it? Reverse is the answer. Use this sound track and create your own avengers video!🦸‍♀️"",""cover"":""""},{""id"":""460811"",""name"":""unboxing"",""title"":"""",""cover"":""""},{""id"":""1664425455735814"",""name"":""viiptoys"",""title"":"""",""cover"":""""}]"
